ID_star,ID_system,Name,GJ,Karmn,RA_J2016,DE_J2016,SpT,SpTnum,SpT_ref,Type,Class,Component,System,SB,SB_ref,Discoverer,Group,Group_ref,Nplanet,Planet_ref,Category,Remarks,WDS_id,WDS_comp,WDS_obs1,WDS_obs2,WDS_nobs,WDS_pa2,WDS_sep2,WDS_mag1,WDS_mag2,s01,rho01,theta01,s01_ref,s02,rho02,theta02,muratio,deltaPA,deltad,M_Msol,eM_Msol,R_Rsol,eR_Rsol,MR_ref,L_Lsol,eL_Lsol,L_ref,MG_mag,eMG_mag,Teff_K,eTeff_K,Teff_ref,logg,elogg,Fe_H,Fe_H_ref,q,P01,eP01,P01_ref,P02,eP02,Ug_J,eUg_J,crit_ruwe,crit_ipd_ruwe,crit_rv,crit_rv_error,crit_ipd_fmp,crit_dupl_source,crit_non_single,crit_DR3_non_single,Candidate,GaiaDR3_id,2MASS_id,AllWISE_id,ra,ra_error,dec,dec_error,parallax,parallax_error,parallax_ref,pmra,pmra_error,pmdec,pmdec_error,pm_ref,rv,rv_error,rv_ref,ruwe,astrometric_excess_noise,astrometric_excess_noise_sig,phot_bp_rp_excess_factor,phot_bp_n_blended_transits,phot_rp_n_blended_transits,phot_variable_flag,rv_chisq_pvalue,rv_amplitude_robust,rv_nb_transits,rv_renormalised_gof,astrometric_n_obs_al,astrometric_n_good_obs_al,ipd_gof_harmonic_amplitude,ipd_frac_multi_peak,duplicated_source,BP_mag,eBP_mag,G_mag,eG_mag,RP_mag,eRP_mag,J_mag,eJ_mag,H_mag,eH_mag,Ks_mag,eKs_mag,Qf_2M,W1mag,e_W1mag,W2mag,e_W2mag,W3mag,e_W3mag,W4mag,e_W4mag,Qf_W
203,57,LSPM J0154+5741N,,,01:54:28.05,+57:41:36.4,M4.5 V,74.5,This work,Multiple,Double,B,,,,NSN 1,,,0,,2,,01545+5741,,1951,2020,15,3.50,8.595,12.5,13.9,193.2285,8.6693,0.45,,,,,0.0480,1.4303,0.0000,0.2049,0.0111,0.2170,0.0068,This work,0.0044473870,0.0000310464,This work,11.8065,0.0029,3200,50,This work,4.00,0.25,,n/a,0.4167,,,,3218,52,9.198E+35,6.164E+34,false,false,false,false,false,false,0,,false,506105206568973184,01542810+5741397,J015428.05+574137.4,28.616855836988800,0.009948059916496280,57.69344121569470,0.011872274801135100,44.86528810400260,0.018795079,DR3,-31.403892320717300,0.01554461,-205.39744642424800,0.020238651,DR3,,,n/a,1.4938958,0.12867578864097600,16.21750831604000,1.5881488,22,37,NOT_AVAILABLE,,,,,648,645,0.006268613506108520,2,false,15.1329,0.0144,13.5469,0.0028,12.2268,0.0079,10.433,0.034,9.873,0.042,9.633,0.034,AAA,9.358,0.036,9.138,0.033,8.962,0.042,9.025,0.519,AAAC
204,0,LSPM J0155+3758,,J01550+379,01:55:02.64,+37:57:54.6,M5.0 V,75.0,Lep03,Candidate,,-,,,,,,,0,,3,,,,,,,,,,,,,,,,,,,,,0.1949,0.0110,0.2075,0.0067,This work,0.0035810345,0.0000168668,This work,12.2025,0.0034,3100,50,This work,3.50,0.25,,n/a,,,,,,,,,false,false,false,true,false,false,0,,true,342743754636574208,01550230+3758027,J015502.52+375757.1,28.76098515614250,0.03210125491023060,37.96516169745490,0.028578823432326300,49.331314467559,0.040220615,DR3,229.9477516831560,0.033680733,-480.81389108563100,0.038491845,DR3,-44.869263,12.0280905,DR3,1.3342623,0.16926176846027400,12.975197792053200,1.5278052,1,1,NOT_AVAILABLE,0.6093435,14.108978,10,14.804804,146,146,0.0074312337674200500,0,false,15.6950,0.0063,13.7369,0.0029,12.4257,0.0042,10.469,0.022,9.855,0.015,9.560,0.018,AAA,9.342,0.022,9.166,0.020,8.982,0.027,8.618,,AAAU
205,0,G 73-5,,J01556+028,01:55:36.98,+02:52:53.8,M1.5 V,71.5,Lep13,Candidate,,-,,,,,,,0,,3,,,,,,,,,,,,,,,,,,,,,0.5869,0.0277,0.5621,0.0125,This work,0.0637340250,0.0010275738,This work,8.3448,0.0120,3600,50,This work,5.50,0.25,-0.28,Gai14b,,,,,,,,,true,false,true,false,false,false,0,,true,2511737320407912192,01553730+0252582,J015537.09+025255.3,28.904103338652700,0.13133175671100600,2.881618122785420,0.09329796582460400,26.743105174523000,0.14324893,DR3,-300.0972039221760,0.19795626,-284.08288132782200,0.099039815,DR3,-58.300625,1.4418441,DR3,6.904391,0.9381390810012820,938.7333984375,1.3562198,4,4,NOT_AVAILABLE,0.0,10.898418,11,9.257815,191,191,0.010159017518162700,0,false,12.2784,0.0029,11.2087,0.0028,10.1802,0.0038,8.965,0.050,8.243,0.034,8.105,0.033,AAA,7.932,0.023,7.836,0.020,7.754,0.020,7.561,0.125,AAAB
206,58,LP 296-57,,J01567+305,01:56:45.99,+30:33:28.6,M4.5 V,74.5,Alo15a,Multiple+,Double,A,A+B,,,,Hya,This work,0,,3,,,,,,,,,,,,,,,,,,,,,0.3372,0.0152,0.3423,0.0112,This work,0.0097483890,0.0000898113,This work,11.0307,0.0060,3100,50,This work,4.00,0.25,,n/a,,,,,,,,,true,false,false,false,false,false,0,,true,301114663860498304,01564570+3033288,J015645.89+303328.6,29.191616789768800,0.0661979392170906,30.55795172451000,0.06985394656658170,31.85029634883380,0.07636366,DR3,210.62460137750100,0.09227902,-13.522663819860100,0.09041731,DR3,,,n/a,4.581682,0.6056339144706730,219.83677673339800,1.5115484,0,0,NOT_AVAILABLE,,,,,187,187,0.015823764726519600,0,false,15.3257,0.0072,13.5151,0.0029,12.2302,0.0043,10.323,0.023,9.718,0.031,9.449,0.021,AAA,9.284,0.023,9.090,0.018,8.892,0.029,8.417,0.321,AAAB
207,58,LP 296-56,,,01:56:41.74,+30:28:34.6,M5.0 V,75.0,This work,Multiple,Double,B,,,,KO 4,Hya,Ros11,0,,2,,01568+3033,,1951,2015,15,190.50,299.135,14.8,16.1,9391.9063,299.135,190.50,,,,,0.0117,0.0269,0.1634,0.1855,0.0107,0.1986,0.0065,This work,0.0032819011,0.0000252251,This work,12.2877,0.0046,3100,50,This work,3.50,0.25,,n/a,0.5501,,,,1258962,22386,1.175E+34,8.601E+32,false,false,false,false,false,false,0,,false,301109819137394432,01564147+3028349,J015641.65+302834.6,29.17392357643020,0.03622282296419140,30.47626882077180,0.03101288340985780,26.644820373230600,0.044434164,DR3,208.18319962508200,0.042127542,-13.464106838915300,0.04412569,DR3,,,n/a,1.1088665,0.14366105198860200,3.2500882148742700,1.522769,2,0,NOT_AVAILABLE,,,,,170,170,0.06204712390899660,0,false,17.0993,0.0092,15.1596,0.0028,13.8538,0.0040,11.917,0.023,11.305,0.032,11.029,0.021,AAA,10.856,0.023,10.672,0.021,10.469,0.096,8.654,,AAAU
208,59,GJ 1041 A,1041 A,J01592+035E,01:59:12.66,+03:31:09.6,M2.5 V,72.5,Rei95,Multiple,Triple,A,A+Bab,,,,Her-Lyr,Shk12,0,,3,,,,,,,,,,,,,,,,,,,,,0.5548,0.0282,0.5335,0.0127,This work,,,n/a,8.5662,0.0030,,,n/a,,,0.07,Fou18,,,,,,,,,false,false,false,false,false,false,0,,false,2517883830925784704,01591239+0331092,J015912.65+033110.3,29.802757291216400,0.024226970970630600,3.519346366490760,0.01582622155547140,41.866631367523100,0.02327979,DR3,263.22916223122700,0.028674383,24.367598928740400,0.017691307,DR3,-8.799671,0.37308463,DR3,1.2879708,0.10947637259960200,10.812396049499500,1.3418285,0,0,NOT_AVAILABLE,0.56560963,2.4382973,7,-0.41652355,179,178,0.01477366965264080,0,false,11.4701,0.0029,10.4569,0.0028,9.4577,0.0038,7.906,0.060,7.221,0.057,7.070,0.027,AAA,6.495,0.070,6.426,0.022,6.417,0.015,6.374,0.060,AAAA
209,59,GJ 1041 B,1041 B,J01592+035W,01:59:12.89,+03:31:12.1,M2.5 V,72.5,Rei95,Multiple,Triple,Bab,,SB2,Shk10,Shk10,Her-Lyr,Shk12,0,,1,,01592+0330,,1960,2020,17,52.20,3.874,11.60,12.48,0.93,,,Shk10,99.6728,4.1765,54.20,0.0711,3.9688,0.0008,,,,,n/a,,,n/a,9.2363,0.0038,,,n/a,,,,n/a,,<356.4,,Shk10,,,,,false,false,false,false,false,false,0,,false,2517883865285522944,01591260+0331113,,29.803700042586300,0.04612410441040990,3.52002494990192,0.029751263558864600,41.901851331290400,0.04360162,DR3,265.8854083979830,0.054770738,43.33882289507710,0.033452164,DR3,-9.48,0.74,Shk10,1.483839,0.263566255569458,67.24961853027340,1.4259399,0,0,NOT_AVAILABLE,,,,,176,175,0.025072148069739300,0,false,12.4984,0.0080,11.1251,0.0030,9.9687,0.0058,7.998,0.058,7.384,0.090,7.119,0.046,AAA,,,,,,,,,
210,0,V596 Cas,82,J01593+585,01:59:24.17,+58:31:13.0,M4.0 V,74.0,Rei95,Single,,-,,,,,Car,Shk12,0,,3,LAF 26 AB-AN are optical,,,,,,,,,,,,,,,,,,,,0.4252,0.0176,0.4258,0.0134,This work,0.0171259830,0.0001345820,This work,10.2583,0.0029,3200,50,This work,4.50,0.25,,n/a,,,,,,,,,false,false,false,false,false,false,0,,false,505516521175942784,01592349+5831162,J015923.92+583114.1,29.850702638903600,0.014662484638392900,58.52028397205600,0.01654837280511860,76.29118871961210,0.025210984,DR3,320.6190173510010,0.02206136,-192.6339122885030,0.025717406,DR3,-9.592004,0.35745132,DR3,1.3088281,0.23538686335086800,96.208251953125,1.485772,74,73,VARIABLE,2.3146258E-05,4.6686807,19,-1.4991126,633,629,0.005841819569468500,1,false,12.4933,0.0040,10.8459,0.0028,9.5995,0.0040,7.790,0.019,7.224,0.061,6.961,0.024,AAA,6.810,0.064,6.617,0.023,6.538,0.016,6.369,0.059,AAAA
211,0,GJ 3123,3123,J02000+437,02:00:03.00,+43:45:23.9,M2.5 V,72.5,Rei95,Single,,-,,,,,,,0,,3,,,,,,,,,,,,,,,,,,,,,0.4742,0.0299,0.4613,0.0134,This work,0.0371033900,0.0002343179,This work,9.1594,0.0033,3400,50,This work,5.00,0.25,-0.09,Ter15a,,,,,,,,,false,false,false,false,false,false,0,,false,346565828854482944,02000280+4345286,J020002.93+434525.3,30.012492704379100,0.01897621899843220,43.75662509081480,0.020541364327073100,28.128559398316800,0.023605952,DR3,120.88764499399800,0.023578763,-273.5022710277370,0.029374141,DR3,28.948,8.546,Ter15a,1.3115213,0.15505081415176400,30.891803741455100,1.4164659,0,0,NOT_AVAILABLE,,,,,202,202,0.02677750214934350,0,false,13.2510,0.0030,11.9137,0.0028,10.7719,0.0039,9.258,0.021,8.675,0.042,8.393,0.018,AAA,8.262,0.023,8.131,0.021,8.029,0.022,8.303,0.287,AAAB
212,0,GJ 3124,3124,J02001+366,02:00:07.50,+36:39:43.8,M3.5 V,73.5,Rei95,Single,,-,,,,,,,0,,3,,,,,,,,,,,,,,,,,,,,,0.3180,0.0140,0.3242,0.0099,This work,0.0112269650,0.0000618662,This work,10.6121,0.0033,3300,50,This work,4.50,0.25,0.10,Ter15a,,,,,,,,,false,false,false,false,false,false,0,,false,330751067778997376,02000741+3639481,J020007.47+363945.2,30.031246729027500,0.02646723762154580,36.66216780915230,0.027108261361718200,38.11300093004490,0.031614356,DR3,54.22659361638410,0.03503712,-260.9448840061680,0.0397813,DR3,-17.29158,0.91490734,DR3,1.5029509,0.1929238885641100,36.32754135131840,1.4472305,1,0,NOT_AVAILABLE,0.7963389,10.908625,14,-0.92026275,166,165,0.012700709514319900,0,false,14.2300,0.0039,12.7067,0.0028,11.5086,0.0040,9.805,0.021,9.198,0.027,9.000,0.020,AAA,8.831,0.023,8.676,0.020,8.544,0.022,8.621,0.296,AAAB
213,0,TZ Ari,9066,J02002+130,02:00:14.16,+13:02:38.7,M3.5 V,73.5,Alo15a,Single,,-,,,,,,,0,,1,,,,,,,,,,,,,,,,,,,,,0.1484,0.0088,0.1634,0.0033,This work,0.0026399947,0.0000126959,This work,12.4297,0.0030,3237,32,Marf21,4.00,0.25,-0.25,Marf21,,,,,,,,,false,false,false,false,false,false,0,,false,76868614540049408,02001278+1303112,J020013.74+130248.6,30.058987047653400,0.05448569729924200,13.044071201123800,0.049546368420124100,223.73208720990600,0.069856286,DR3,1096.4584858968600,0.06671383,-1771.5261453795000,0.056617845,DR3,-28.292406,0.25476867,DR3,1.8699315,0.42918631434440600,177.36602783203100,1.5175912,0,0,NOT_AVAILABLE,0.5560463,1.4333439,7,-2.3309455,186,184,0.023609984666109100,4,false,12.5719,0.0037,10.6811,0.0029,9.3837,0.0040,7.514,0.017,6.970,0.027,6.648,0.017,AAA,6.464,0.075,6.180,0.032,6.109,0.014,5.981,0.045,AAAA
214,0,GJ 3127,3127,J02007-103,02:00:46.86,-10:21:26.6,M3.5 V,73.5,Rei95,Candidate,,-,,,,,,,0,,3,,,,,,,,,,,,,,,,,,,,,0.3702,0.0159,0.3736,0.0117,This work,0.0131853300,0.0000757094,This work,10.4582,0.0034,3200,50,This work,5.50,0.25,,n/a,,,,,,,,,false,false,true,false,false,false,0,,true,2461635667907177472,02004725-1021209,J020046.98-102124.6,30.195246964342400,0.02514161728322510,-10.35738561514350,0.01927720382809640,34.353513205423200,0.031040043,DR3,-372.8792926217760,0.035195902,-364.6443876070820,0.02117193,DR3,-20.587456,5.2114553,DR3,1.5906608,0.22811424732208300,67.32492065429690,1.4593327,3,1,NOT_AVAILABLE,0.0,64.96033,25,33.30309,450,449,0.02552037127316000,0,false,14.3395,0.0034,12.7783,0.0028,11.5647,0.0039,9.890,0.026,9.346,0.026,9.092,0.023,AAA,8.879,0.023,8.713,0.020,8.576,0.027,8.410,0.272,AAAB
215,0,GJ 3126,3126,J02015+637,02:01:34.72,+63:46:10.5,M3.0 V,73.0,Rei95,Single,,-,,,,,,,0,,1,,,,,,,,,,,,,,,,,,,,,0.4140,0.0123,0.4151,0.0062,This work,0.0260898400,0.0001785902,This work,9.5552,0.0029,3579,23,Marf21,5.00,0.25,-0.08,Marf21,,,,,,,,,false,false,false,false,false,true,0,,false,514923083669786112,02013533+6346118,J020134.93+634611.0,30.394655289650400,0.019189773127436600,63.769578629484400,0.021721690893173200,84.05535611757440,0.03160534,DR3,-258.3264340153220,0.024298592,-94.65152397997130,0.026353486,DR3,-84.63931,0.13528995,DR3,0.9551649,0.3057684600353240,152.44009399414100,1.4186507,0,0,VARIABLE,0.6029817,1.5180969,32,-1.7643131,627,625,0.016140464693307900,0,true,11.2596,0.0029,9.9324,0.0028,8.7904,0.0038,7.265,0.026,6.614,0.053,6.389,0.018,AAA,6.297,0.041,6.068,0.025,6.082,0.015,5.993,0.048,AAAA
216,60,GJ 3125,3125,J02019+735,02:01:55.13,+73:32:30.2,M4.5 V,74.5,Rei95,Multiple,Double,A,AB,,,,,,0,,3,,,,,,,,,,,,,,,,,,,,,,,,,n/a,,,n/a,,,,,n/a,,,,n/a,,,,,,,,,false,false,false,false,true,false,0,,false,558611490992292480,02015400+7332320,J020154.75+733230.8,30.47969353429050,8.637975692749020,73.54171184189560,11.026968955993700,,,n/a,,,,,-,,,n/a,,56.82229995727540,2268959.5,2.5452292,23,25,VARIABLE,,,,,174,165,0.36566591262817400,64,false,14.3902,0.0036,12.9951,0.0198,11.1305,0.0041,9.252,0.021,8.674,0.018,8.366,0.016,AAA,8.159,0.023,7.952,0.020,7.800,0.018,7.576,0.136,AAAB
217,60,Gaia DR3 558611490992292480,,,02:01:55.18,+73:32:30.4,M5.5 V,75.5,This work,Multiple,Double,B,,,,JNN 252,,,0,,2,,02019+7332,,2011,2012,4,258.80,0.437,14.06,15,3.6376,0.3070,45.26,,,,,,,,0.1524,0.0415,0.1629,0.0186,This work,,,n/a,12.7827,0.0044,,,n/a,,,,n/a,,,,,,,,,false,true,false,false,true,false,0,,false,558611490995613056,,,30.47990733603090,0.13547223806381200,73.54177186327200,0.13348689675331100,84.39373746893240,0.1107717,DR3,269.631736982749,0.14128153,-81.84103412914430,0.17808208,DR3,41.19061,2.7570422,DR3,1.7167284,0.744003415107727,340.68743896484400,2.9379458,21,21,NOT_AVAILABLE,,,2,1.3066713,194,185,0.12968461215496100,89,false,14.3961,0.0040,13.1511,0.0033,11.1302,0.0042,,,,,,,,,,,,,,,,
218,61,Wolf 109,9067 A,,02:02:02.81,+03:56:20.0,K5 V,65.0,Ste86b,Multiple,Triple,A,A+BC,,,,,,0,,3,,,,,,,,,,,,,,,,,,,,,0.7000,0.1050,0.7010,0.1052,Pec13,0.1184993100,0.0006104911,This work,7.3034,0.0033,4300,50,This work,5.50,0.25,,n/a,,,,,,,,,false,false,false,false,false,false,0,,false,2517912315148925952,02020316+0356250,J020202.94+035621.7,30.511725586108600,0.019509026780724500,3.938880394678230,0.015445588156580900,27.8268677916855,0.02137951,DR3,-336.8347436895410,0.024563055,-322.218082141379,0.018149974,DR3,-55.957523,0.13258788,DR3,1.1551625,0.1032012403011320,10.25955581665040,1.267888,0,0,NOT_AVAILABLE,,,2,-1.0139742,153,153,0.045097801834344900,0,false,10.7911,0.0030,10.0811,0.0028,9.2672,0.0039,8.297,0.019,7.707,0.042,7.533,0.018,AAA,7.378,0.034,7.474,0.019,7.425,0.017,7.299,0.108,AAAA
219,61,Wolf 109 B,9067 B,J02020+039,02:02:03.11,+03:56:37.4,M2.0 V,72.0,Rei95,Multiple,Triple,B,,,,OSV 1,,,0,,2,,02021+0355,,1943,2017,8,15.70,17.64,10.70,13.39,621.0247,17.9612,14.41,,,,,0.0023,0.1265,0.0394,0.4055,0.0317,0.3993,0.0144,This work,0.0299817440,0.0008813426,This work,9.7180,0.0268,3300,50,This work,4.00,0.25,,n/a,0.5793,,,,14719,730,8.063E+35,1.364E+35,true,true,false,false,true,false,0,,false,2517912315148925696,02020347+0356422,J020203.25+035638.8,30.512970177876300,0.32928410172462500,3.9437126461836400,0.25385650992393500,28.921880587673600,0.35273972,DR3,-337.2817780937960,0.39070886,-321.22220182984500,0.2819636,DR3,,,n/a,11.931676,2.0655646324157700,3900.38623046875,2.14498,15,14,NOT_AVAILABLE,,,,,142,141,0.11694460362196000,61,false,13.1738,0.0201,12.4119,0.0044,10.8430,0.0157,9.395,0.024,8.750,0.036,8.540,0.021,AAA,8.362,0.023,8.216,0.019,8.135,0.022,7.751,0.170,AAAB
220,61,Gaia DR3 2517912315149114240,,,02:02:03.16,+03:56:36.9,M5.0 V,75.0,This work,Multiple,Triple,C,,,,,,,0,,3,,,,,,,,,,,,17.7389,16.82,,,,,,,,,,,,n/a,,,n/a,,,,,n/a,,,,n/a,,,,,,,,,false,false,false,false,true,false,0,,false,2517912315149114240,,,30.513154485427900,0.1979881376028060,3.943597148241340,0.2416449338197710,,,n/a,,,,,-,,,n/a,,0.9561543464660650,525.5198364257810,,,,NOT_AVAILABLE,,,,,80,78,0.07760889828205110,63,false,,,12.8316,0.0040,,,,,,,,,,,,,,,,,,
221,0,GJ 3128,3128,J02022+103,02:02:15.51,+10:20:09.4,M5.5 V,75.5,Alo15a,Single,,-,,,,,,,0,,3,,,,,,,,,,,,,,,,,,,,,0.1193,0.0094,0.1359,0.0047,This work,0.0011762587,0.0000064168,This work,13.6076,0.0031,2900,50,This work,5.00,0.25,,n/a,,,,,,,,,false,false,false,false,false,false,0,,false,2571094283835172736,02021620+1020136,J020215.75+102010.8,30.56463581614590,0.051687091588974,10.335957901329600,0.044348277151584600,108.25824276088200,0.057761323,DR3,-673.6390077894840,0.07145263,-280.5850526143880,0.053099472,DR3,23.084858,0.95955426,DR3,1.6939517,0.37405070662498500,68.53984069824220,1.6033663,0,0,NOT_AVAILABLE,0.21273744,6.999384,10,0.31194958,166,165,0.042223576456308400,0,false,15.9085,0.0060,13.4353,0.0029,12.0347,0.0041,9.842,0.023,9.254,0.025,8.928,0.025,AAA,8.685,0.023,8.490,0.020,8.271,0.023,8.110,0.178,AAAB
222,62,PM J02024+1034B,,J02026+105,02:02:28.15,+10:34:51.9,M4.5 V,74.5,Lep13,Multiple,Double,A,A+B,,,,,,0,,3,SLE 263 AB is optical,,,,,,,,,,,,,,,,,,,,0.2661,0.0358,0.2717,0.0161,This work,,,n/a,11.0918,0.0062,,,n/a,,,,n/a,,,,,,,,,true,false,false,false,true,false,0,,false,2571309955621962240,02022823+1034533,J020228.18+103452.4,30.617298488262900,0.16926886141300200,10.581070527181700,0.11756733059883100,69.63528953415870,0.17281064,DR3,-50.192911607821700,0.2180191,-97.14188773868600,0.1370565,DR3,,,n/a,3.5338569,1.2635241746902500,1811.537353515630,2.2923226,18,15,NOT_AVAILABLE,,,,,191,191,0.08933337777853010,38,false,13.0847,0.0207,11.8777,0.0031,10.1569,0.0120,8.396,0.020,7.848,0.027,7.548,0.020,AAA,7.212,0.034,7.117,0.020,7.042,0.017,6.839,0.090,AAAA
223,62,PM J02024+1034A,,,02:02:28.18,+10:34:52.7,M4.5 V,74.5,Lep13,Multiple,Double,B,,,,WSS 1,,,0,,2,Duplicated DR3,02025+1035,DE,2015,2019,3,6.40,0.973,11.9,12.3,13.2458,0.9111,23.34,,,,,0.5448,32.5134,0.0122,0.2264,0.0375,0.2345,0.0170,This work,,,n/a,11.5839,0.0383,,,n/a,,,,n/a,0.8508,,,,68.69,3.62,8.023E+36,1.712E+36,false,false,false,false,false,false,0,,false,2571309959912985472,02022811+1034478,,30.617400497600700,0.7717750072479250,10.58130291124380,0.2704770863056180,68.78745008985650,1.2009911004515500,DR2,-101.44823759368400,2.019391996833670,-58.95263907282740,1.4261345753070800,DR2,,,n/a,,0.9478006958961490,683.860595703125,3.7635462,4,4,NOT_AVAILABLE,,,,,115,114,0.20246446132659900,7,false,13.0290,0.0216,12.3964,0.0052,10.1415,0.0165,11.075,0.020,10.142,0.094,10.439,0.020,AAA,,,,,,,,,
224,63,GJ 3129,3129,J02027+135,02:02:44.86,+13:34:31.9,M4.5 V,74.5,Rei95,Multiple,Double,Aab,Aab,SB2,Jen09/Shk10,Jen09,,,0,,1,,,,,,,,,,,0.13,,,Shk10,,,,,,,,,,,n/a,,,n/a,9.8584,0.0040,,,n/a,,,0.46,Ter15a,,<27.8,,Shk10,,,,,false,false,true,true,false,false,0,,false,77007084285637888,02024428+1334335,J020244.68+133432.3,30.686912307636200,0.027022073045373000,13.575514919752800,0.024579115211963700,26.035391385424400,0.029598309,DR3,463.0229301723000,0.03734489,-98.1000723671718,0.030667312,DR3,-15.437941,10.414925,DR3,1.4883735,0.22348739206790900,47.58656692504880,1.4945775,0,0,NOT_AVAILABLE,0.0,107.13545,18,38.33871,215,215,0.014015858992934200,0,false,14.5096,0.0073,12.7806,0.0031,11.5177,0.0050,9.652,0.022,9.057,0.023,8.802,0.019,AAA,8.640,0.023,8.472,0.020,8.333,0.024,8.095,0.213,AAAB
225,0,RX J0202.8+0446,,J02028+047,02:02:52.00,+04:47:00.4,M3.5 V,73.5,Lep13,Single,,-,,,,,,,0,,3,,,,,,,,,,,,,,,,,,,,,0.3826,0.0160,0.3853,0.0118,This work,0.0158649930,0.0001394380,This work,10.2212,0.0037,3300,50,This work,4.50,0.25,,n/a,,,,,,,,,false,false,false,false,false,false,0,,false,2518828169682982656,02025208+0447023,J020252.03+044700.9,30.716662433815,0.03742050379514690,4.783431226352990,0.028984632343053800,48.076634226037700,0.041057084,DR3,-77.90125058156540,0.055510905,-129.2359834759570,0.037218772,DR3,-2.449105,0.47597623,DR3,1.6027447,0.2820512056350710,76.85843658447270,1.4514906,0,0,NOT_AVAILABLE,0.6190255,3.9110203,13,-0.90018654,178,177,0.06672308593988420,0,false,13.3285,0.0059,11.8115,0.0032,10.6106,0.0046,8.975,0.026,8.398,0.065,8.078,0.027,AAA,7.952,0.024,7.819,0.020,7.710,0.018,7.702,0.147,AAAB
226,64,GJ 3131,3131,J02033-212,02:03:20.52,-21:13:50.2,M2.5 V,72.5,Rei95,Multiple,Triple,Aab,AabB,SB2,Jef18,Jef18,,,0,,1,,,,,,,,,,,,,,n/a,,,,,,,,,,,n/a,,,n/a,8.5141,0.0034,,,n/a,,,0.12,Kuz19,,,,n/a,,,,,true,false,false,false,false,false,0,,false,5136466567425127168,02032076-2113427,J020320.60-211347.7,30.835497893103700,0.027744583785533900,-21.23062001556270,0.028103506192565000,46.67178919349080,0.04118265,DR3,-196.98988185721400,0.039401554,-428.8118102580300,0.03257987,DR3,1.7724406,0.31697467,DR3,2.0157866,0.32037869095802300,113.27641296386700,1.4041806,21,20,NOT_AVAILABLE,1.7386844E-09,3.2654958,17,3.2356465,347,343,0.009997242130339150,1,false,11.4098,0.0030,10.1688,0.0028,9.0562,0.0038,7.609,0.026,7.031,0.031,6.771,0.017,AAA,6.645,0.069,6.479,0.024,6.465,0.016,6.312,0.054,AAAA
227,64,GJ 3131 B,3131 B,,02:03:20.25,-21:13:51.5,L0,80.0,This work,Multiple,Triple,B,,,,Sma21,,,0,,3,,,,,,,,,,,85.7442,4.0083,251.95,,,,,0.0495,0.5439,0.0016,0.1475,0.0583,0.1243,0.0261,This work,,,n/a,17.0099,0.0180,,,n/a,,,,n/a,,,,,,,,,false,false,false,false,false,false,0,,false,5136466567424464896,,,30.834362209300500,0.19962435960769700,-21.230965070815100,0.3119947016239170,46.747355993516200,0.30653188,DR3,-191.742237539433,0.27824676,-407.1549318508940,0.38397062,DR3,,,n/a,1.2273225,1.4573010206222500,7.160634517669680,5.8643465,6,5,NOT_AVAILABLE,,,,,290,289,0.004707013722509150,7,false,18.4075,0.1920,18.6611,0.0110,15.9854,0.0513,,,,,,,,,,,,,,,,
228,0,GJ 3132,3132,J02044-018,02:04:26.87,-01:53:06.0,M4.0 V,74.0,Rei95,Single,,-,,,,,,,0,,3,,,,,,,,,,,,,,,,,,,,,0.2599,0.0126,0.2691,0.0084,This work,0.0068417704,0.0000327333,This work,11.1631,0.0032,3200,50,This work,5.50,0.25,-0.32,Ter15a,,,,,,,,,false,false,false,false,false,false,0,,false,2506306454521815040,02042754-0152560,J020427.08-015302.9,31.11194596348330,0.03402087837457660,-1.8849957552972800,0.02738223597407340,54.44714405285150,0.039210528,DR3,-593.0858128239990,0.040194307,-569.74312066178,0.03133295,DR3,-31.48723,0.51802605,DR3,1.8529326,0.26349321007728600,63.94200897216800,1.4625711,10,0,NOT_AVAILABLE,0.8144014,3.701805,9,-0.7614836,198,198,0.022612005472183200,0,false,14.0515,0.0032,12.4832,0.0028,11.2660,0.0039,9.585,0.021,9.092,0.023,8.804,0.021,AAA,8.660,0.023,8.448,0.019,8.307,0.022,7.851,0.153,AAAB
229,65,GJ 84,84,J02050-176,02:05:06.31,-17:36:55.5,M2.5 V,72.5,Rei95,Multiple,Double,AB,(AB),,,BEU 3,,,0,,2,WDS tabulates the SB1 (Nid02),02051-1737,,2002,2020,20,100.70,0.244,5.57,9.39,2.2741,0.244,100.70,,,,,,,,,,,,n/a,,,n/a,9.3234,0.0054,,,n/a,,,0.00,Pas18,,,,,,,,,true,false,false,false,false,false,0,,false,5138510181584617856,02050492-1736528,J020505.82-173654.3,31.2762752397911,0.18795230984687800,-17.615403066083900,0.15924876928329500,107.29720247543400,0.23074427,DR3,1275.218139180150,0.3042396,-169.70135038413500,0.18918723,DR3,25.959593,0.25038233,DR3,15.138265,1.7917345762252800,3838.65869140625,1.4176859,0,0,NOT_AVAILABLE,1.4683554E-09,2.6128807,13,2.2409723,368,368,0.029448527842760100,17,false,10.4362,0.0033,9.1705,0.0028,8.0407,0.0039,6.542,0.021,5.898,0.024,5.662,0.020,AAA,5.563,0.155,5.266,0.056,5.354,0.014,5.248,0.034,BAAA
